Date,Tweet
Tue Jul 17 12:59:36 +0000 2018,"Thank you @RandPaul\, you really get it! “The President has gone through a year and a half of totally partisan investigations - what’s he supposed think?”"
Mon Jul 16 22:53:47 +0000 2018,Will be interviewed on @seanhannity tonight at 9pmE and @TuckerCarlson tomorrow night at 8pmE. Enjoy!
Mon Jul 16 20:34:07 +0000 2018,"A productive dialogue is not only good for the United States and good for Russia\, but it is good for the world. #HELSINKI2018 https://t.co/Q2Y1PhM9au"
Mon Jul 16 20:29:54 +0000 2018,"I would rather take a political risk in pursuit of peace\, than to risk peace in pursuit of politics. #HELSINKI2018 https://t.co/XdlrJWLPIh"
Mon Jul 16 19:40:23 +0000 2018,"As I said today and many times before\, “I have GREAT confidence in MY intelligence people.” However\, I also recognize that in order to build a brighter future\, we cannot exclusively focus on the past – as the world’s two largest nuclear powers\, we must get along! #HELSINKI2018"
Mon Jul 16 16:51:20 +0000 2018,"Thank you Helsinki\, Finland! https://t.co/rh4NUjPSwU"
Mon Jul 16 16:11:26 +0000 2018,"Joint Press Conference from Helsinki\, Finland: https://t.co/fadLMDuGiY"
Mon Jul 16 08:56:58 +0000 2018,It was an honor to join you this morning. Thank you! https://t.co/NOUTroe8MV
Mon Jul 16 06:05:29 +0000 2018,"Our relationship with Russia has NEVER been worse thanks to many years of U.S. foolishness and stupidity and now\, the Rigged Witch Hunt!"
Mon Jul 16 05:37:05 +0000 2018,"President Obama thought that Crooked Hillary was going to win the election\, so when he was informed by the FBI about Russian Meddling\, he said it couldn’t happen\, was no big deal\, &amp; did NOTHING about it. When I won it became a big deal and the Rigged Witch Hunt headed by Strzok!"
Mon Jul 16 05:23:50 +0000 2018,"Received many calls from leaders of NATO countries thanking me for helping to bring them together and to get them focused on financial obligations\, both present &amp; future. We had a truly great Summit that was inaccurately covered by much of the media. NATO is now strong &amp; rich!"
Mon Jul 16 04:28:24 +0000 2018,RT @SecPompeo: Landed in #Finland for #helsinki2018 where @POTUS &amp; Prez Putin are set to discuss US/Russian relations. POTUS meeting is in…
Mon Jul 16 04:28:10 +0000 2018,"RT @Scavino45: President @realDonaldTrump and @FLOTUS Melania are wheels down in Helsinki\, Finland...photo via motorcade en route to hotel.…"
Sun Jul 15 17:03:03 +0000 2018,"Congratulations to France\, who played extraordinary soccer\, on winning the 2018 World Cup. Additionally\, congratulations to President Putin and Russia for putting on a truly great World Cup Tournament -- one of the best ever!"
Sun Jul 15 16:18:12 +0000 2018,"...know how to do is resist and obstruct! This is why there is such hatred and dissension in our country – but at some point\, it will heal!"
Sun Jul 15 16:18:11 +0000 2018,"...over the years\, I would return to criticism that it wasn’t good enough – that I should have gotten Saint Petersburg in addition! Much of our news media is indeed the enemy of the people and all the Dems..."
Sun Jul 15 16:18:10 +0000 2018,"Heading to Helsinki\, Finland – looking forward to meeting with President Putin tomorrow. Unfortunately\, no matter how well I do at the Summit\, if I was given the great city of Moscow as retribution for all of the sins and evils committed by Russia..."
Sun Jul 15 16:11:13 +0000 2018,"There hasn’t been a missile or rocket fired in 9 months in North Korea\, there have been no nuclear tests and we got back our hostages. Who knows how it will all turn out in the end\, but why isn’t the Fake News talking about these wonderful facts? Because it is FAKE NEWS!"
Sun Jul 15 13:40:55 +0000 2018,"RT @realDonaldTrump: The stories you heard about the 12 Russians yesterday took place during the Obama Administration\, not the Trump Admini…"
Sun Jul 15 13:40:23 +0000 2018,"RT @Scavino45: “Criminal Illegal Alien Deported 11 Times Attacked Woman with Chainsaw\, @ICEgov Says”\nhttps://t.co/wU7rk1OOzj"
Sun Jul 15 13:33:15 +0000 2018,RT @Scavino45: “Asylum-Seeking Central American Discovered to Be MS-13 Gang Member” https://t.co/76ZizQSNKI
Sun Jul 15 13:33:15 +0000 2018,RT @Scavino45: “MS-13 Gang Member Arrested Again After 4 Deportations” https://t.co/wuNqERJmPN
Sun Jul 15 13:33:15 +0000 2018,RT @Scavino45: “About 1-in-5 illegal alien adults crossing the United States-Mexico border with toddlers under the age of five are either c…
Sun Jul 15 13:33:15 +0000 2018,RT @Scavino45: “Mike Pence op-ed: Trump White House phenomenally successful”\nhttps://t.co/L2WaPpxxgg
Sun Jul 15 13:33:15 +0000 2018,RT @realDonaldTrump: These Russian individuals did their work during the Obama years. Why didn’t Obama do something about it?  Because he t…
Sun Jul 15 13:33:14 +0000 2018,RT @Scavino45: “Texas grand jury indicts MS-13 gang members after machete attacks” https://t.co/GGTCEDOcVh
Sat Jul 14 18:17:37 +0000 2018,"These Russian individuals did their work during the Obama years. Why didn’t Obama do something about it?  Because he thought Crooked Hillary Clinton would win\, that’s why. Had nothing to do with the Trump Administration\, but Fake News doesn’t want to report the truth\, as usual!"
Sat Jul 14 12:44:05 +0000 2018,Our prayers are with those affected by the flooding in Japan. We commend the rescue efforts and offer condolences to all who were injured or lost loved ones. https://t.co/AIgJMyT7qS
Sat Jul 14 11:34:32 +0000 2018,"....Remember\, it was Little Jeff Z and his people\, who are told exactly what to say\, who said I could not win the election in that “there was no way to 270” (over &amp; over again) in the Electoral College. I got 306! They were sooooo wrong in their election coverage. Still hurting!"
Sat Jul 14 11:24:13 +0000 2018,"So funny! I just checked out Fake News CNN\, for the first time in a long time (they are dying in the ratings)\, to see if they covered my takedown yesterday of Jim Acosta (actually a nice guy). They didn’t! But they did say I already lost in my meeting with Putin. Fake News......"
Sat Jul 14 10:08:23 +0000 2018,"The stories you heard about the 12 Russians yesterday took place during the Obama Administration\, not the Trump Administration. Why didn’t they do something about it\, especially when it was reported that President Obama was informed by the FBI in September\, before the Election?"
Sat Jul 14 09:57:53 +0000 2018,"....Where is the DNC Server\, and why didn’t the FBI take possession of it? Deep State?"
Sat Jul 14 09:53:13 +0000 2018,"The stories you heard about the 12 Russians yesterday took place during the Obama Administration\, not the Trump Administrations. Why didn’t they do something about it\, especially when it was reported that President Obama was informed by the FBI in September\, before the Election?"
Sat Jul 14 09:46:55 +0000 2018,"The Stock Market hit 25\,000 yesterday. Jobs are at an all time record - and that is before we fix some of the worst trade deals and conditions ever seen by any government. It is all happening!"
Sat Jul 14 09:43:04 +0000 2018,"I have arrived in Scotland and will be at Trump Turnberry for two days of meetings\, calls and hopefully\, some golf - my primary form of exercise! The weather is beautiful\, and this place is incredible! Tomorrow I go to Helsinki for a Monday meeting with Vladimir Putin."
Sat Jul 14 09:18:40 +0000 2018,This is now changing - for the first time! https://t.co/bRgrMbdDPp
Sat Jul 14 09:17:24 +0000 2018,"RT @realDonaldTrump: ....On top of it all\, Germany just started paying Russia\, the country they want protection from\, Billions of Dollars f…"
Sat Jul 14 09:16:26 +0000 2018,"RT @realDonaldTrump: “Trump has been the most consequential president in history when it comes to minority employment. In June\, for instanc…"
Fri Jul 13 18:04:59 +0000 2018,🇺🇸🇬🇧 https://t.co/CwnBfe3smd
Fri Jul 13 14:07:29 +0000 2018,Joint Press Conference with Prime Minister Theresa May...\nhttps://t.co/XQLkayYKlM
Fri Jul 13 06:12:25 +0000 2018,RT @MagaGoldHat: @RonDeSantisFL event July 18 th in Orlando with @DonaldJTrumpJr https://t.co/C5B5UwQZXa
Fri Jul 13 06:02:42 +0000 2018,"Congressman Matt Gaetz of Florida is one of the finest and most talented people in Congress. Strong on Crime\, the Border\, Illegal Immigration\, the 2nd Amendment\, our great Military &amp; Vets\, Matt worked tirelessly on helping to get our Massive Tax Cuts. He has my Full Endorsement!"
Thu Jul 12 17:52:33 +0000 2018,Great success today at NATO! Billions of additional dollars paid by members since my election. Great spirit!
Thu Jul 12 16:32:21 +0000 2018,A very nice note from Chairman Kim of North Korea. Great progress being made! https://t.co/6NI6AqL0xt
Thu Jul 12 15:10:51 +0000 2018,"“Trump has been the most consequential president in history when it comes to minority employment. In June\, for instance\, the unemployment rate for Hispanics and Latinos 16 years and older fell to 4.6%\, its lowest level ever\, from 4.9% in May.” https://t.co/ex9jizOyAV"
Thu Jul 12 15:00:54 +0000 2018,"RT @dougmillsnyt: .@realDonaldTrump &amp; @FLOTUS walk off Air Force One as they arrive at London Stansted Airport in Stansted\, England. https:…"
Thu Jul 12 15:00:43 +0000 2018,RT @dougmillsnyt: .@realDonaldTrump's shadow is reflected on the wall as he makes a statement and answers questions as he departs the NATO…
Thu Jul 12 14:12:41 +0000 2018,Thank you #NATO2018! https://t.co/nk85QBv1u7
Thu Jul 12 10:57:06 +0000 2018,"#NATOSummit2018 Press Conference in Brussels\, Belgium:\nhttps://t.co/iEOeGV6YBI"
Thu Jul 12 06:12:05 +0000 2018,"....On top of it all\, Germany just started paying Russia\, the country they want protection from\, Billions of Dollars for their Energy needs coming out of a new pipeline from Russia. Not acceptable! All NATO Nations must meet their 2% commitment\, and that must ultimately go to 4%!"
Thu Jul 12 06:03:29 +0000 2018,"Presidents have been trying unsuccessfully for years to get Germany and other rich NATO Nations to pay more toward their protection from Russia. They pay only a fraction of their cost. The U.S. pays tens of Billions of Dollars too much to subsidize Europe\, and loses Big on Trade!"
Thu Jul 12 05:55:24 +0000 2018,"As I head out to a very important NATO meeting\, I see that FBI Lover/Agent Lisa Page is dodging a Subpoena &amp; is refusing to show up and testify. What can she possibly say about her statements and lies. So much corruption on the other side. Where is the Attorney General? @FoxNews"
Wed Jul 11 23:33:33 +0000 2018,"Billions of additional dollars are being spent by NATO countries since my visit last year\, at my request\, but it isn’t nearly enough. U.S. spends too much. Europe’s borders are BAD! Pipeline dollars to Russia are not acceptable!"
Wed Jul 11 22:47:16 +0000 2018,"How can the Rigged Witch Hunt proceed when it was started\, influenced and worked on\, for an extended period of time\, by former FBI Agent/Lover Peter Strzok? Read his hate filled and totally biased Emails and the answer is clear!"
Wed Jul 11 21:53:26 +0000 2018,"Ex-FBI LAYER Lisa Page today defied a House of Representatives issued Subpoena to testify before Congress! Wow\, but is anybody really surprised!  Together with her lover\, FBI Agent Peter Strzok\, she worked on the Rigged Witch Hunt\, perhaps the most tainted and corrupt case EVER!"
Wed Jul 11 21:11:54 +0000 2018,RT @realDonaldTrump: What good is NATO if Germany is paying Russia billions of dollars for gas and energy? Why are there only 5 out of 29 c…
Wed Jul 11 21:11:36 +0000 2018,"RT @Scavino45: President @realDonaldTrump and President @EmmanuelMacron of France meeting earlier today at #NATOSummit2018 in Brussels\, Bel…"
Wed Jul 11 21:11:20 +0000 2018,"RT @Scavino45: President @realDonaldTrump meets with Chancellor Angela Merkel of Germany\, along with their respective delegations at #NATOS…"
Wed Jul 11 21:10:46 +0000 2018,"RT @realDonaldTrump: ...things up\, better than ever before\, but it can’t go too quickly. I am fighting for a level playing field for our fa…"
Wed Jul 11 21:10:31 +0000 2018,"RT @realDonaldTrump: I am in Brussels\, but always thinking about our farmers. Soy beans fell 50% from 2012 to my election. Farmers have don…"
Wed Jul 11 21:10:24 +0000 2018,RT @realDonaldTrump: Democrats in Congress must no longer Obstruct - vote to fix our terrible Immigration Laws now. I am watching what is g…
Wed Jul 11 21:10:11 +0000 2018,"RT @Scavino45: President Donald J. Trump and First Lady Melania Trump participate in the Tri-Mission Embassy Meet and Greet Wednesday\, July…"
Wed Jul 11 21:09:01 +0000 2018,"If the Democrats want to win Supreme Court and other Court picks\, don’t Obstruct and Resist\, but rather do it the good ol’ fashioned way\, WIN ELECTIONS!"
Wed Jul 11 17:07:27 +0000 2018,"What good is NATO if Germany is paying Russia billions of dollars for gas and energy? Why are there only 5 out of 29 countries that have met their commitment? The U.S. is paying for Europe’s protection\, then loses billions on Trade. Must pay 2% of GDP IMMEDIATELY\, not by 2025."
Wed Jul 11 16:50:49 +0000 2018,"What good is NATO if Germany is paying Russia billions of dollars for gas and energy? Why are their only 5 out of 29 countries that have met their commitment? The U.S. is paying for Europe’s protection\, then loses billions on Trade. Must pay 2% of GDP IMMEDIATELY\, not by 2025."
Wed Jul 11 16:41:12 +0000 2018,Democrats in Congress must no longer Obstruct - vote to fix our terrible Immigration Laws now. I am watching what is going on from Europe - it would be soooo simple to fix. Judges run the system and illegals and traffickers know how it works. They are just using children!
Wed Jul 11 12:40:32 +0000 2018,"...things up\, better than ever before\, but it can’t go too quickly. I am fighting for a level playing field for our farmers\, and will win!"
Wed Jul 11 12:40:31 +0000 2018,"I am in Brussels\, but always thinking about our farmers. Soy beans fell 50% from 2012 to my election. Farmers have done poorly for 15 years. Other countries’ trade barriers and tariffs have been destroying their businesses. I will open..."
Wed Jul 11 10:37:42 +0000 2018,"RT @realDonaldTrump: Bilateral Breakfast with NATO Secretary General in Brussels\, Belgium... https://t.co/l0EP3lzhCM"
Wed Jul 11 08:04:45 +0000 2018,"Bilateral Breakfast with NATO Secretary General in Brussels\, Belgium... https://t.co/l0EP3lzhCM"
Tue Jul 10 22:37:28 +0000 2018,"Just talked with Pfizer CEO and @SecAzar on our drug pricing blueprint. Pfizer is rolling back price hikes\, so American patients don’t pay more. We applaud Pfizer for this decision and hope other companies do the same. Great news for the American people!"
Tue Jul 10 18:52:21 +0000 2018,"The European Union makes it impossible for our farmers and workers and companies to do business in Europe (U.S. has a $151 Billion trade deficit)\, and then they want us to happily defend them through NATO\, and nicely pay for it. Just doesn’t work!"
Tue Jul 10 18:42:21 +0000 2018,"A recent Emerson College ePoll said that most Americans\, especially Hispanics\, feel that they are better off under President Trump than they were under President Obama."
Tue Jul 10 17:01:30 +0000 2018,"Many countries in NATO\, which we are expected to defend\, are not only short of their current commitment of 2% (which is low)\, but are also delinquent for many years in payments that have not been made. Will they reimburse the U.S.?"
Tue Jul 10 14:49:17 +0000 2018,Informing the Republican Senators of my nomination of Judge Brett Kavanaugh. #SCOTUS https://t.co/O5cAaVAtQt
Tue Jul 10 14:40:12 +0000 2018,"I am on Air Force One flying to NATO and hear reports that the FBI lovers\, Peter Strzok and Lisa Page are getting cold feet on testifying about  the Rigged Witch Hunt headed by 13 Angry Democrats and people that worked for Obama for 8 years. Total disgrace!"
Tue Jul 10 12:39:18 +0000 2018,"On behalf of the United States\, congratulations to the Thai Navy SEALs and all on the successful rescue of the 12 boys and their coach from the treacherous cave in Thailand. Such a beautiful moment - all freed\, great job!"
Tue Jul 10 11:38:10 +0000 2018,"RT @realDonaldTrump: They just didn't get it\, but they do now! https://t.co/9T50NupkDy"
Tue Jul 10 10:59:30 +0000 2018,"Thank you to all of my great supporters\, really big progress being made. Other countries wanting to fix crazy trade deals. Economy is ROARING. Supreme Court pick getting GREAT REVIEWS. New Poll says Trump\, at over 90%\, is the most popular Republican in history of the Party. Wow!"
Tue Jul 10 10:44:29 +0000 2018,RT @ShennaFoxxx: @realDonaldTrump #TrumpUKVisit🇬🇧 To the \n45th @POTUS Donald J Trump @FLOTUS @MELANIATRUMP The British people are looking f…
Tue Jul 10 10:42:43 +0000 2018,"NATO countries must pay MORE\, the United States must pay LESS. Very Unfair!"
Tue Jul 10 09:35:05 +0000 2018,Getting ready to leave for Europe. First meeting - NATO. The U.S. is spending many times more than any other country in order to protect them. Not fair to the U.S. taxpayer. On top of that we lose $151 Billion on Trade with the European Union. Charge us big Tariffs (&amp; Barriers)!
Tue Jul 10 09:07:47 +0000 2018,RT @KatrinaPierson: The stupidity of the left was on full display in Oakland. The #AbolishICE protest was actually the execution of a warra…
Tue Jul 10 09:03:04 +0000 2018,RT @realDonaldTrump: Iranian Harassment of U.S. Warships:\n\n2015: 22\n2016: 36\n2017: 14\n2018: 0\n\nSource: @USNavy
Tue Jul 10 09:00:47 +0000 2018,RT @Scavino45: “The Rule of Law is our Nation’s proud heritage. It is the cornerstone of our Freedom. It is what guarantees equal justice -…
Tue Jul 10 09:00:10 +0000 2018,"RT @Scavino45: Judge Brett Kavanaugh watches with his family as President Donald J. Trump signs the document Monday evening\, July 9\, 2018\,…"
Tue Jul 10 02:54:10 +0000 2018,"Tonight\, it was my honor and privilege to nominate Judge Brett Kavanaugh to the United States Supreme Court. #SCOTUS https://t.co/97clc9zifm"
Tue Jul 10 01:01:17 +0000 2018,RT @WhiteHouse: President Trump Announces the Nominee for Associate Justice of the Supreme Court https://t.co/rVMTOMpurr
Mon Jul 09 22:22:40 +0000 2018,"HAPPY 100TH BIRTHDAY to our amazing current and former Army Warrant Officers. Thank you for your century of service\, as the indispensable guardians of our great @USArmy’s technology! #CenturyOfService https://t.co/hD42XseaTG"
Mon Jul 09 17:08:29 +0000 2018,"Pfizer &amp; others should be ashamed that they have raised drug prices for no reason. They are merely taking advantage of the poor &amp; others unable to defend themselves\, while at the same time giving bargain basement prices to other countries in Europe &amp; elsewhere. We will respond!"
Mon Jul 09 17:04:04 +0000 2018,The failing NY Times Fake News story today about breast feeding must be called out. The U.S. strongly supports breast feeding but we don’t believe women should be denied access to formula. Many women need this option because of malnutrition and poverty.
Mon Jul 09 14:25:06 +0000 2018,"I have confidence that Kim Jong Un will honor the contract we signed &amp;\, even more importantly\, our handshake. We agreed to the denuclearization of North Korea. China\, on the other hand\, may be exerting negative pressure on a deal because of our posture on Chinese Trade-Hope Not!"
Mon Jul 09 12:14:43 +0000 2018,I have long heard that the most important decision a U.S. President can make is the selection of a Supreme Court Justice - Will be announced tonight at 9:00 P.M.
Mon Jul 09 12:04:02 +0000 2018,"...Europe far more than it does the U.S. By some accounts\, the U.S. is paying for 90% of NATO\, with many countries nowhere close to their 2% commitment. On top of this the European Union has a Trade Surplus of $151 Million with the U.S.\, with big Trade Barriers on U.S. goods. NO!"
Mon Jul 09 11:55:01 +0000 2018,"The United States is spending far more on NATO than any other Country. This is not fair\, nor is it acceptable. While these countries have been increasing their contributions since I took office\, they must do much more. Germany is at 1%\, the U.S. is at 4%\, and NATO benefits......."
Sun Jul 08 21:58:52 +0000 2018,"They just didn't get it\, but they do now! https://t.co/9T50NupkDy"
Sun Jul 08 21:27:17 +0000 2018,Looking forward to announcing my final decision on the United States Supreme Court Justice at 9:00pmE tomorrow night at the @WhiteHouse. An exceptional person will be chosen!
Sun Jul 08 20:29:27 +0000 2018,Iranian Harassment of U.S. Warships:\n\n2015: 22\n2016: 36\n2017: 14\n2018: 0\n\nSource: @USNavy
Sun Jul 08 14:55:55 +0000 2018,"RT @CortesSteve: Today's report: Hispanic jobs hit another record\, unemployment at an all-time low. Of 9 months in history under 5% jobless…"
Sun Jul 08 13:14:13 +0000 2018,The U.S. is working very closely with the Government of Thailand to help get all of the children out of the cave and to safety. Very brave and talented people!
Sat Jul 07 22:24:02 +0000 2018,"The Rigged Witch Hunt\, originally headed by FBI lover boy Peter S (for one year) &amp; now\, 13 Angry Democrats\, should look into the missing DNC Server\, Crooked Hillary’s illegally deleted Emails\, the Pakistani Fraudster\, Uranium One\, Podesta &amp; so much more. It’s a Democrat Con Job!"
Sat Jul 07 20:42:48 +0000 2018,"Public opinion has turned strongly against the Rigged Witch Hunt and the “Special” Counsel because the public understands that there was no  Collusion with Russia (so ridiculous)\, that the two FBI lovers were a fraud against our Nation &amp; that the only Collusion was with the Dems!"
Sat Jul 07 20:29:34 +0000 2018,"Public opinion has turned strongly against the Rigged Witch Hunt and the “Special” Councel because the public understands that there was no  Collusion with Russia (so ridiculous)\, that the two FBI lovers were a fraud against our Nation &amp; that the only Collusion was with the Dems!"
Sat Jul 07 13:24:41 +0000 2018,Big decision will soon be made on our next Justice of the Supreme Court!
Sat Jul 07 13:21:11 +0000 2018,"Twitter is getting rid of fake accounts at a record pace. Will that include the Failing New York Times and propaganda machine for Amazon\, the Washington Post\, who constantly quote anonymous sources that\, in my opinion\, don’t exist - They will both be out of business in 7 years!"
Sat Jul 07 12:06:55 +0000 2018,"RT @Scavino45: “Six months in\, TAX CUTS are already providing historic gains for minorities\, women\, and small businesses” https://t.co/a54B…"
Sat Jul 07 12:06:44 +0000 2018,"RT @Scavino45: “ICE says it seized $43M worth of counterfeit items in Laredo\, Texas”\nhttps://t.co/d6X8uKkHWd"
Sat Jul 07 12:06:38 +0000 2018,"RT @DanScavino: “When they lose\, Democrats just want to change the rules” https://t.co/L9sYIwYLd2"
Sat Jul 07 12:06:29 +0000 2018,RT @Scavino45: “Hispanic-Latino Unemployment Rate Hits Lowest Level on Record in June” https://t.co/27VkUgSVso
Fri Jul 06 16:57:34 +0000 2018,"Just won lawsuit filed by the DNC and a bunch of Democrat crazies trying to claim the Trump Campaign (and others)\, colluded with Russia. They haven’t figured out that this was an excuse for them losing the election!"
Fri Jul 06 16:12:16 +0000 2018,"JOBS\, JOBS\, JOBS! https://t.co/Tz2PQ2xetT"
Fri Jul 06 01:06:36 +0000 2018,"Thanks to REPUBLICAN LEADERSHIP\, America is WINNING AGAIN - and America is being RESPECTED again all over the world. Because we are finally putting AMERICA FIRST!"
Fri Jul 06 00:58:50 +0000 2018,"Every day\, the brave men and women of ICE are liberating communities from savage gangs like MS-13. We will NOT stand for these vile Democrat smears in law enforcement. We will always stand proudly with the BRAVE HEROES of ICE and BORDER PATROL!"
Fri Jul 06 00:44:17 +0000 2018,"A vote for Democrats in November is a vote to let MS-13 run wild in our communities\, to let drugs pour into our cities\, and to take jobs and benefits away from hardworking Americans. Democrats want anarchy\, amnesty and chaos - Republicans want LAW\, ORDER and JUSTICE!"
Fri Jul 06 00:11:09 +0000 2018,"It was my great honor to join proud\, hardworking American Patriots in Montana tonight. I love you - thank you! #MAGA https://t.co/475ct7hW3D"
Thu Jul 05 19:37:58 +0000 2018,...on Monday assume duties as the acting Administrator of the EPA. I have no doubt that Andy will continue on with our great and lasting EPA agenda. We have made tremendous progress and the future of the EPA is very bright!
Thu Jul 05 19:37:57 +0000 2018,"I have accepted the resignation of Scott Pruitt as the Administrator of the Environmental Protection Agency. Within the Agency Scott has done an outstanding job\, and I will always be thankful to him for this. The Senate confirmed Deputy at EPA\, Andrew Wheeler\, will..."
Thu Jul 05 14:17:23 +0000 2018,Congress - FIX OUR INSANE IMMIGRATION LAWS NOW!
Thu Jul 05 14:16:07 +0000 2018,".....Country being forced to endure a long and costly trial. Tell the people “OUT\,” and they must leave\, just as they would if they were standing on your front lawn. Hiring thousands of “judges” does not work and is not acceptable - only Country in the World that does this!"
Thu Jul 05 14:08:57 +0000 2018,"Congress must pass smart\, fast and reasonable Immigration Laws now. Law Enforcement at the Border is doing a great job\, but the laws they are forced to work with are insane. When people\, with or without children\, enter our Country\, they must be told to leave without our........"
Thu Jul 05 02:47:35 +0000 2018,"Happy Birthday\, America! https://t.co/SIi6xXsfof"
Wed Jul 04 20:46:00 +0000 2018,"The OPEC Monopoly must remember that gas prices are up &amp; they are doing little to help. If anything\, they are driving prices higher as the United States defends many of their members for very little $’s. This must be a two way street. REDUCE PRICING NOW!"
Wed Jul 04 14:44:53 +0000 2018,https://t.co/ue5JEZy85v
Wed Jul 04 14:42:38 +0000 2018,Happy Fourth of July....Our Country is doing GREAT!
Wed Jul 04 00:36:39 +0000 2018,"Tomorrow\, families across our Nation will gather to celebrate the Fourth of July. As we do\, we will think of the men &amp; women serving overseas at this very moment\, far away from their families\, protecting America - &amp; we will thank GOD for blessing us with these incredible HEROES! https://t.co/FQ1D7oEta2"
Tue Jul 03 23:52:08 +0000 2018,"...has endured because of the sweat\, blood and sacrifice of the American Armed Forces – the greatest force for peace and justice in the history of the world!"
Tue Jul 03 23:52:06 +0000 2018,"Tonight we gathered to celebrate the courageous men and women who make freedom possible: our brave service members\, and our wonderful Veterans. For 242 years\, American Independence..."
Tue Jul 03 23:19:35 +0000 2018,"Thank you\, @WVGovernor Jim Justice\, for that warm introduction. Tonight\, it was my great honor to attend the “Greenbrier Classic – Salute to Service Dinner” in West Virginia! God Bless our Veterans. God Bless America - and HAPPY INDEPENDENCE DAY TO ALL! https://t.co/V35qvCN8m6"
Tue Jul 03 23:13:42 +0000 2018,RT @FLOTUS: I had a wonderful visit to @WRBethesda today.  Thank you to the many dedicated service members &amp; medical staff who take such go…
Tue Jul 03 23:13:34 +0000 2018,"After having written many best selling books\, and somewhat priding myself on my ability to write\, it should be noted that the Fake News constantly likes to pore over my tweets looking for a mistake. I capitalize certain words only for emphasis\, not b/c they should be capitalized!"
Tue Jul 03 22:21:08 +0000 2018,Just arrived in West Virginia! https://t.co/yjI0Xl5rMh
Tue Jul 03 21:35:38 +0000 2018,RT @FLOTUS: I had a wonderful visit to @WRBethesda today.  Thank you to the many dedicated service members &amp; medical staff who take such go…
Tue Jul 03 21:35:11 +0000 2018,"The Washington Post is constantly quoting “anonymous sources” that do not exist. Rarely do they use the name of anyone because there is no one to give them the kind of negative quote that they are looking for. They are a disgrace to journalism but then again\, so are many others!"
Tue Jul 03 21:26:01 +0000 2018,"Heading to West Virginia to be with my friend\, @WVGovernor Jim Justice\, at his beautiful Greenbrier Resort. He works hard\, does a great job\, and raises lots of money for charities!"
Tue Jul 03 21:19:04 +0000 2018,"After having written many best selling books\, and somewhat priding myself on my ability to write\, it should be noted that the Fake News constantly likes to pour over my tweets looking for a mistake. I capitalize certain words only for emphasis\, not b/c they should be capitalized!"
Tue Jul 03 21:16:30 +0000 2018,"The Washington Post is constantly quoting “anonymous sources” that do not exist. Rarely do they use the name of anyone because there is no one to give them the kind of negative quote that they are looking for. They are a discgrace to journalism but then again\, so are many others!"
Tue Jul 03 14:18:44 +0000 2018,Wow! The NSA has deleted 685 million phone calls and text messages. Privacy violations? They blame technical irregularities. Such a disgrace. The Witch Hunt continues!
Tue Jul 03 14:00:22 +0000 2018,"Now that Harley-Davidson is moving part of its operation out of the U.S.\, my Administration is working with other Motor Cycle companies who want to move into the U.S. Harley customers are not happy with their move - sales are down 7% in 2017. The U.S. is where the Action is!"
Tue Jul 03 12:03:40 +0000 2018,"Just out that the Obama Administration granted citizenship\, during the terrible Iran Deal negotiation\, to 2\,500 Iranians - including to government officials. How big (and bad) is that?"
Tue Jul 03 11:16:18 +0000 2018,"Many good conversations with North Korea-it is going well! In the meantime\, no Rocket Launches or Nuclear Testing in 8 months. All of Asia is thrilled. Only the Opposition Party\, which includes the Fake News\, is complaining. If not for me\, we would now be at War with North Korea!"
Tue Jul 03 10:57:52 +0000 2018,"How can the Democrats\, who are weak on the Border and weak on Crime\, do well in November. The people of our Country want and demand Safety and Security\, while the Democrats are more interested in  ripping apart and demeaning (and not properly funding) our great Law Enforcement!"
Tue Jul 03 10:49:10 +0000 2018,"When we have an “infestation” of MS-13 GANGS in certain parts of our country\, who do we send to get them out? ICE! They are tougher and smarter than these rough criminal elelments that bad immigration laws allow into our country. Dems do not appreciate the great job they do! Nov."
Tue Jul 03 10:33:44 +0000 2018,"The economy is doing perhaps better than ever before\, and that’s prior to fixing some of the worst and most unfair Trade Deals ever made by any country. In any event\, they are coming along very well. Most countries agree that they must be changed\, but nobody ever asked!"
Tue Jul 03 10:25:37 +0000 2018,I interviewed 4 very impressive people yesterday. On Monday I will be announcing my decision for Justice of the United States Supreme Court!
Tue Jul 03 10:16:51 +0000 2018,"Crazy Maxine Waters\, said by some to be one of the most corrupt people in politics\, is rapidly becoming\, together with Nancy Pelosi\, the FACE of the Democrat Party. Her ranting and raving\, even referring to herself as a wounded animal\, will make people flee the Democrats!"
Tue Jul 03 02:43:57 +0000 2018,"Many Democrats are deeply concerned about the fact that their “leadership” wants to denounce and abandon the great men and women of ICE\, thereby declaring war on Law &amp; Order. These people will be voting for Republicans in November and\, in many cases\, joining the Republican Party!"
Mon Jul 02 21:48:02 +0000 2018,"Today\, it was my great honor to welcome Prime Minister Mark Rutte of the Netherlands\, to the @WhiteHouse! https://t.co/Zn6ZLM0tzy"
Mon Jul 02 16:29:17 +0000 2018,"RT @DHSgov: Today\, DHS\, @CBP\, and @ICEgov will be sharing stories of the brave men and women who put their lives on the line every day with…"
Mon Jul 02 03:01:30 +0000 2018,Congratulations to Andres Manuel Lopez Obrador on becoming the next President of Mexico. I look very much forward to working with him. There is much to be done that will benefit both the United States and Mexico!
