Date,Tweet
Sun Jul 01 23:24:17 +0000 2018,RT @larryelder: BEWARE! #TrumpDerangementSyndrome can be career ending. https://t.co/qm86ya6PlJ
Sun Jul 01 19:39:28 +0000 2018,"A big week\, especially with our numerous victories in the Supreme Court. Heading back to the White House now. Focus will be on the selection of a new Supreme Court Justice. Exciting times for our country. Economy may be stronger than it has ever been!"
Sun Jul 01 12:11:05 +0000 2018,"The Liberal Left\, also known as the Democrats\, want to get rid of ICE\, who do a fantastic job\, and want Open Borders. Crime would be rampant and uncontrollable! Make America Great Again"
Sun Jul 01 12:00:03 +0000 2018,I will be interviewed by @MariaBartiromo at 10:00 A.M. on @FoxNews
Sat Jun 30 19:44:09 +0000 2018,"When people come into our Country illegally\, we must IMMEDIATELY escort them back out without going through years of legal maneuvering. Our laws are the dumbest anywhere in the world. Republicans want Strong Borders and no Crime. Dems want Open Borders and are weak on Crime!"
Sat Jun 30 19:31:42 +0000 2018,I will be interviewed by @MariaBartiromo on Sunday on @FoxNews at 10:00 A. M. Enjoy!
Sat Jun 30 19:26:12 +0000 2018,"Either we need to elect more Republicans in November or Republicans must end the ridiculous 60 vote\, or Filibuster\, rule - or better yet\, do both. Cryin’ Chuck would do it on day one\, but we’ll never give him the chance. Some great legislation awaits - be smart!"
Sat Jun 30 19:17:42 +0000 2018,"I never pushed the Republicans in the House to vote for the Immigration Bill\, either GOODLATTE 1 or 2\, because it could never have gotten enough Democrats as long as there is the 60 vote threshold. I released many prior to the vote knowing we need more Republicans to win in Nov."
Sat Jun 30 19:05:48 +0000 2018,"A friend of mine and a man who has truly seen politics and life as few others ever will\, Sean Spicer\, has written a great new book\, “The Briefing: Politics\, the Press and the President.” It is a story told with both heart and knowledge. Really good\, go get it!"
Sat Jun 30 12:33:55 +0000 2018,"I will be making my choice for Justice of the United States Supreme Court on the first Monday after the July 4th Holiday\, July 9th!"
Sat Jun 30 11:37:03 +0000 2018,"Just spoke to King Salman of Saudi Arabia and explained to him that\, because of the turmoil &amp; disfunction in Iran and Venezuela\, I am asking that Saudi Arabia increase oil production\, maybe up to 2\,000\,000 barrels\, to make up the difference...Prices to high! He has agreed!"
Sat Jun 30 11:22:41 +0000 2018,"To the great and brave men and women of ICE\, do not worry or lose your spirit. You are doing a fantastic job of keeping us safe by eradicating the worst criminal elements. So brave! The radical left Dems want you out. Next it will be all police. Zero chance\, It will never happen!"
Sat Jun 30 11:07:30 +0000 2018,"The Democrats are making a strong push to abolish ICE\, one of the smartest\, toughest and most spirited law enforcement groups of men and women that I have ever seen. I have watched ICE liberate towns from the grasp of MS-13 &amp; clean out the toughest of situations. They are great!"
Sat Jun 30 10:59:46 +0000 2018,RT @DanScavino: “@GovMikeHuckabee: Trump could nominate Moses for Supreme Court and Democrats would fight it” https://t.co/5wx3nVJxvF
Sat Jun 30 10:59:04 +0000 2018,"RT @realDonaldTrump: Six months after our TAX CUTS\, more than 6 MILLION workers have received bonuses\, pay raises\, and retirement account c…"
Sat Jun 30 10:57:05 +0000 2018,"RT @realDonaldTrump: Before going any further today\, I want to address the horrific shooting that took place yesterday at the Capital Gazet…"
Sat Jun 30 10:49:42 +0000 2018,"RT @IvankaTrump: Thank you @SecPompeo. \nIt was an honor to join you and your talented\, passionate colleagues at @StateDept to honor the her…"
Sat Jun 30 10:49:20 +0000 2018,RT @IvankaTrump: Thank you Senator Alexander for your leadership on career + technical education. 11+ million students and workers across o…
Fri Jun 29 23:30:02 +0000 2018,The new plant being built by Foxconn in Wisconsin is incredible. Congratulations to the people of Wisconsin and to Governor Scott Walker @GovWalker and his talented representatives for having pulled it off. Great job!
Fri Jun 29 23:21:33 +0000 2018,"RT @FoxBusiness: .@IvankaTrump: \I think one of the tremendous opportunities that were seeing because the economy is so strong is that peop…"""
Fri Jun 29 23:20:18 +0000 2018,"RT @Scavino45: “@ICEgov New York operation leads to arrests of 3 dozen Darknet vendors selling illicit goods\, weapons\, drugs seized and mor…"
Fri Jun 29 18:06:13 +0000 2018,"Six months after our TAX CUTS\, more than 6 MILLION workers have received bonuses\, pay raises\, and retirement account contributions.\n#TaxCutsandJobsAct https://t.co/MevjwIINGU"
Fri Jun 29 17:59:22 +0000 2018,"Before going any further today\, I want to address the horrific shooting that took place yesterday at the Capital Gazette newsroom in Annapolis\, Maryland. This attack shocked the conscience of our Nation\, and filled our hearts with grief... https://t.co/LALXGhk04b"
Thu Jun 28 20:49:55 +0000 2018,"Prior to departing Wisconsin\, I was briefed on the shooting at Capital Gazette in Annapolis\, Maryland. My thoughts and prayers are with the victims and their families. Thank you to all of the First Responders who are currently on the scene."
Thu Jun 28 19:09:42 +0000 2018,AMERICA IS OPEN FOR BUSINESS! \nhttps://t.co/fuRF2Z6CZl
Thu Jun 28 18:57:22 +0000 2018,"Today\, we broke ground on a plant that will provide jobs for up to 15\,000 Wisconsin Workers! As Foxconn has discovered\, there is no better place to build\, hire and grow than right here in the United States! https://t.co/tOFFodZYvK"
Thu Jun 28 13:06:01 +0000 2018,"I am in Milwaukee\, Wisconsin\, for meetings. Soon to leave for a big groundbreaking for Foxconn\, which is building a great new electronics plant in Wisconsin. 15\,000 Jobs\, so great!"
Thu Jun 28 12:56:17 +0000 2018,"....persecuted on old and/or totally unrelated charges (there was no collusion and there was no obstruction of the no collusion)...And what is going on in the FBI &amp; DOJ with Crooked Hillary\, the DNC and all of the lies? A disgraceful situation!"
Thu Jun 28 12:43:25 +0000 2018,"When is Bob Mueller going to list his Conflicts of Interest? Why has it taken so long? Will they be listed at the top of his $22\,000\,000 Report...And what about the 13 Angry Democrats\, will they list their conflicts with Crooked H? How many people will be sent to jail and......"
Thu Jun 28 12:30:31 +0000 2018,"Peter Strzok worked as the leader of the Rigged Witch Hunt for a long period of time - he got it started and was only fired because the gig was up. But remember\, he took his orders from Comey and McCabe and they took their orders from you know who. Mueller/Comey best friends!"
Thu Jun 28 11:38:40 +0000 2018,"Just watched @SharkGregNorman on @foxandfriends. Said “President is doing a great job. All over the world\, people want to come back to the U.S.” Thank you Greg\, and you’re looking and doing great!"
Thu Jun 28 11:32:09 +0000 2018,"Amy Kremer\, Women for Trump\, was so great on @foxandfriends. Brave and very smart\, thank you Amy! @AmyKremer"
Thu Jun 28 11:25:15 +0000 2018,"Russia continues to say they had nothing to do with Meddling in our Election! Where is the DNC Server\, and why didn’t Shady James Comey and the now disgraced FBI agents take and closely examine it? Why isn’t Hillary/Russia being looked at? So many questions\, so much corruption!"
Thu Jun 28 11:02:01 +0000 2018,"Lover FBI Agent Peter Strzok was given poor marks on yesterday’s closed door testimony and\, according to most reports\, refused to answer many questions. There was no Collusion and the Witch Hunt\, headed by 13 Angry Democrats and others who are totally conflicted\, is Rigged!"
Thu Jun 28 03:24:54 +0000 2018,...home addresses – putting these selfless public servants in harm’s way. These radical protesters want ANARCHY – but the only response they will find from our government is LAW AND ORDER!
Thu Jun 28 03:24:54 +0000 2018,In recent days we have heard shameless attacks on our courageous law enforcement officers. Extremist Democrat politicians have called for the complete elimination of ICE. Leftwing Activists are trying to block ICE officers from doing their jobs and publicly posting their...
Thu Jun 28 03:03:04 +0000 2018,"Thank you North Dakota. Together\, we are MAKING AMERICA SAFE AND GREAT AGAIN! #MAGA https://t.co/6Am9n6px8I"
Wed Jun 27 23:14:58 +0000 2018,Just landed in North Dakota with @SenJohnHoeven and @RepKevinCramer. We will see everyone at Scheels Arena shortly! https://t.co/pakUigKB61
Wed Jun 27 21:18:03 +0000 2018,"Today\, it was my great honor to welcome President Marcelo Rebelo de Sousa of Portugal to the @WhiteHouse!🇺🇸🇵🇹 https://t.co/yd37K4Ei8R"
Wed Jun 27 20:28:58 +0000 2018,"Heading to North Dakota to fully stand with and endorse Kevin Cramer for Senate. He is an extraordinary Congressman who will hopefully soon represent this great state as your Senator. He is tough on crime\, strong on borders\, loves our Military\, and our Vets! #NDSen https://t.co/uP95m0sIRP"
Wed Jun 27 19:13:34 +0000 2018,Statement on Justice Anthony Kennedy. #SCOTUS https://t.co/8aWJ6fWemA
Wed Jun 27 17:33:03 +0000 2018,"Today\, I was thrilled to join student leaders from Colleges and Universities across the country... https://t.co/OQp3NcOeE4"
Wed Jun 27 15:26:24 +0000 2018,"Harley-Davidson should stay 100% in America\, with the people that got you your success. I’ve done so much for you\, and then this. Other companies are coming back where they belong! We won’t forget\, and neither will your customers or your now very HAPPY competitors!"
Wed Jun 27 14:11:05 +0000 2018,"Supreme Court rules in favor of non-union workers who are now\, as an example\, able to support a candidate of his or her choice without having those who control the Union deciding for them. Big loss for the coffers of the Democrats!"
Wed Jun 27 12:39:56 +0000 2018,"HOUSE REPUBLICANS SHOULD PASS THE STRONG BUT FAIR IMMIGRATION BILL\, KNOWN AS GOODLATTE II\, IN THEIR AFTERNOON VOTE TODAY\, EVEN THOUGH THE DEMS WON’T LET IT PASS IN THE SENATE. PASSAGE WILL SHOW THAT WE WANT STRONG BORDERS &amp; SECURITY WHILE THE DEMS WANT OPEN BORDERS = CRIME.  WIN!"
Wed Jun 27 11:18:02 +0000 2018,"Congratulations to Maxine Waters\, whose crazy rants have made her\, together with Nancy Pelosi\, the unhinged FACE of the Democrat Party. Together\, they will Make America Weak Again! But have no fear\, America is now stronger than ever before\, and I’m not going anywhere!"
Wed Jun 27 03:52:16 +0000 2018,Big and conclusive win by Mitt Romney. Congratulations! I look forward to working together - there is so much good to do. A great and loving family will be coming to D.C.
Wed Jun 27 02:59:30 +0000 2018,The legendary Gary Player at Turnberry in Scotland! https://t.co/3oGoqWhhtA
Wed Jun 27 02:54:46 +0000 2018,A great First Lady! https://t.co/Pt35aluI4C
Wed Jun 27 02:50:11 +0000 2018,RT @The_Trump_Train: @realDonaldTrump  https://t.co/9ubTCAyZkq
Wed Jun 27 02:47:23 +0000 2018,"The Democrats are in Turmoil! Open Borders and unchecked Crime a certain way to lose elections. Republicans are for Strong Borders\, NO Crime! A BIG NIGHT!"
Wed Jun 27 02:18:31 +0000 2018,"Wow! Big Trump Hater Congressman Joe Crowley\, who many expected was going to take Nancy Pelosi’s place\, just LOST his primary election. In other words\, he’s out! That is a big one that nobody saw happening. Perhaps he should have been nicer\, and more respectful\, to his President!"
Wed Jun 27 02:05:19 +0000 2018,"Tremendous win for Congressman Dan Donovan. You showed great courage in a tough race! New York\, and my many friends on Staten Island\, have elected someone they have always been very proud of. Congratulations!"
Wed Jun 27 01:52:50 +0000 2018,Congratulations to Governor Henry McMaster on your BIG election win! South Carolina loves you. We are all proud of you and Peggy! @henrymcmaster
Tue Jun 26 20:12:05 +0000 2018,"Today\, we tell the story of an incredible HERO who defended our nation in World War Two – First Lieutenant Garlin Murl Conner. Although he died 20 years ago\, today he takes his rightful place in the Eternal Chronicle of American Valor...https://t.co/mzJ8pPPgZE"
